Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO,Team,Weather Classified
"Monday, Apr 17",TBR,@,CIN,L,1.0,8.0,9.0,14-3,1.0,up 3.5,Gibaut,Beeks,,2.466666666666667,N,7375.0,1.11,-1,,8.3,65.0,137.65726460000002,0.0,,20.5,0.1111111111111111,TBR,0
"Tuesday, Apr 18",TBR,@,CIN,W,10.0,0.0,9.0,15-3,1.0,up 4.0,Bradley,Lodolo,,2.4166666666666665,N,11304.0,1.11,1,,4.4,89.0,277.6572646,0.0,,5.4,0.074074074074074,TBR,0
"Wednesday, Apr 19",TBR,@,CIN,W,8.0,0.0,9.0,16-3,1.0,up 4.5,Rasmussen,Stoudt,,2.4166666666666665,D,10205.0,1.09,2,,10.0,61.0,237.6572646,0.0,,0.0,0.037037037037037,TBR,2
"Friday, Apr 21",TBR,Home,CHW,W-wo,8.0,7.0,9.0,17-3,1.0,up 4.5,Kelly,López,,2.85,N,17973.0,1.14,3,,23.9,74.0,31.0,0.0,,33.5,0.037037037037037,TBR,2
"Saturday, Apr 22",TBR,Home,CHW,W-wo,4.0,3.0,10.0,18-3,1.0,up 4.5,Cleavinger,Lambert,,2.8833333333333333,D,22333.0,1.14,4,,23.9,82.0,311.0,0.0,,0.0,0.1111111111111111,TBR,2
"Sunday, Apr 23",TBR,Home,CHW,W,4.0,1.0,9.0,19-3,1.0,up 4.5,Eflin,Giolito,Fairbanks,2.033333333333333,D,22702.0,1.1,5,,24.4,85.0,261.0,0.0,,9.4,0.037037037037037,TBR,2
"Monday, Apr 24",TBR,Home,HOU,W,8.0,3.0,9.0,20-3,1.0,up 4.5,Bradley,Urquidy,,2.7666666666666666,N,10611.0,1.13,6,,26.1,67.0,291.0,0.0,,13.0,0.1111111111111111,TBR,3
"Tuesday, Apr 25",TBR,Home,HOU,L,0.0,5.0,9.0,20-4,1.0,up 4.5,Garcia,Rasmussen,,2.7333333333333334,N,9916.0,1.07,-1,,22.8,90.0,41.0,0.0,,29.5,0.1111111111111111,TBR,2
"Wednesday, Apr 26",TBR,Home,HOU,L,0.0,1.0,9.0,20-5,1.0,up 3.5,Brown,Faucher,Pressly,2.1166666666666667,N,14168.0,1.11,-2,,23.9,84.0,11.0,0.0,,20.5,0.074074074074074,TBR,2
"Thursday, Apr 27",TBR,@,CHW,W,14.0,5.0,9.0,21-5,1.0,up 3.5,McClanahan,Cease,,2.7333333333333334,N,11060.0,1.12,1,,5.6,67.0,332.93932770000004,0.0,,11.2,0.037037037037037,TBR,0
"Friday, Apr 28",TBR,@,CHW,W,3.0,2.0,9.0,22-5,1.0,up 4.0,Poche,Graveman,Kelly,2.6,N,16681.0,1.06,2,,11.1,52.0,302.93932770000004,0.0,,13.0,0.1111111111111111,TBR,0
"Saturday, Apr 29",TBR,@,CHW,W,12.0,3.0,9.0,23-5,1.0,up 4.5,Chirinos,Lynn,,2.8833333333333333,N,28462.0,1.05,3,,9.4,48.0,212.9393277,0.0,,5.4,0.074074074074074,TBR,0
"Sunday, Apr 30",TBR,@,CHW,L-wo,9.0,12.0,9.0,23-6,1.0,up 3.5,Bummer,Beeks,,3.4,D,17049.0,1.0,-1,,10.0,58.0,172.9393277,0.0,,18.4,0.1111111111111111,TBR,0
"Tuesday, May 2",TBR,Home,PIT,W,4.0,1.0,9.0,24-6,1.0,up 3.5,Poche,Contreras,Adam,2.75,N,10325.0,1.05,1,,23.3,74.0,181.0,0.0,,7.6,0.037037037037037,TBR,2
"Wednesday, May 3",TBR,Home,PIT,W,8.0,1.0,9.0,25-6,1.0,up 4.5,McClanahan,Keller,Anderson,2.3666666666666667,N,15247.0,1.04,2,,23.9,82.0,211.0,0.0,,14.8,0.037037037037037,TBR,2
"Thursday, May 4",TBR,Home,PIT,W,3.0,2.0,9.0,26-6,1.0,up 4.5,Eflin,Velasquez,Adam,2.2333333333333334,D,12418.0,1.0,3,,23.3,56.0,231.0,0.0,,5.4,0.1111111111111111,TBR,2
"Friday, May 5",TBR,Home,NYY,W,5.0,4.0,9.0,27-6,1.0,up 4.5,Kelly,Cordero,Adam,2.6166666666666667,N,25007.0,1.1,4,,23.3,69.0,271.0,0.0,,5.4,0.037037037037037,TBR,2
"Saturday, May 6",TBR,Home,NYY,L,2.0,3.0,9.0,27-7,1.0,up 4.5,Marinaccio,Kelly,Hamilton,2.7333333333333334,D,27078.0,1.08,-1,,26.1,60.0,291.0,0.0,,5.4,0.1111111111111111,TBR,3
"Sunday, May 7",TBR,Home,NYY,W-wo,8.0,7.0,10.0,28-7,1.0,up 5.5,Beeks,Abreu,,3.2666666666666666,D,32142.0,1.15,1,,23.9,82.0,41.0,0.0,,27.7,0.074074074074074,TBR,2
"Monday, May 8",TBR,@,BAL,W,3.0,0.0,9.0,29-7,1.0,up 6.5,McClanahan,Gibson,Adam,2.583333333333333,N,12669.0,1.22,2,,18.9,81.0,201.66021454,0.0,,9.4,0.1111111111111111,TBR,1
"Tuesday, May 9",TBR,@,BAL,L,2.0,4.0,9.0,29-8,1.0,up 5.5,Rodriguez,Eflin,Bautista,2.3666666666666667,N,10017.0,1.16,-1,,22.8,46.0,315.66021454,0.0,,7.9,0.1111111111111111,TBR,2
"Wednesday, May 10",TBR,@,BAL,L,1.0,2.0,9.0,29-9,1.0,up 4.5,Kremer,Chirinos,Cano,2.3833333333333333,N,14395.0,1.2,-2,,16.1,58.0,217.66021454,0.0,,9.0,0.037037037037037,TBR,0
"Thursday, May 11",TBR,@,NYY,W,8.0,2.0,9.0,30-9,1.0,up 5.0,Rasmussen,Germán,,2.5,N,37686.0,1.14,1,,16.7,56.0,134.38233316,0.0,,9.4,0.037037037037037,TBR,0
"Friday, May 12",TBR,@,NYY,L,5.0,6.0,9.0,30-10,1.0,up 4.0,Holmes,Adam,Peralta,2.6,N,46130.0,1.1,-1,,20.6,42.0,134.38233316,0.0,,7.6,0.037037037037037,TBR,1
"Saturday, May 13",TBR,@,NYY,L,8.0,9.0,9.0,30-11,1.0,up 3.0,Cordero,Thompson,Peralta,3.15,D,44714.0,1.12,-2,,24.4,37.0,204.38233316,0.0,,14.8,0.1111111111111111,TBR,2
"Sunday, May 14",TBR,@,NYY,W,8.0,7.0,9.0,31-11,1.0,up 4.0,Eflin,Schmidt,Adam,2.85,D,42116.0,1.17,1,,21.7,27.0,284.38233316000003,0.0,,0.0,0.1111111111111111,TBR,2
"Tuesday, May 16",TBR,@,NYM,W,8.0,5.0,9.0,32-11,1.0,up 4.5,Chirinos,Verlander,,2.8166666666666664,N,28296.0,1.05,2,,19.4,33.0,256.00885818,0.0,,16.6,0.037037037037037,TBR,1
"Wednesday, May 17",TBR,@,NYM,L-wo,7.0,8.0,10.0,32-12,1.0,up 3.5,Robertson,Fairbanks,,3.183333333333333,N,29695.0,0.99,-1,,21.7,51.0,256.00885818,0.0,,20.5,0.1111111111111111,TBR,2
"Thursday, May 18",TBR,@,NYM,L,2.0,3.0,9.0,32-13,1.0,up 3.5,Megill,Littell,Robertson,2.3666666666666667,D,29946.0,1.01,-2,,12.8,31.0,316.00885818,0.0,,7.6,0.037037037037037,TBR,0
"Friday, May 19",TBR,Home,MIL,W,1.0,0.0,9.0,33-13,1.0,up 3.5,Adam,Strzelecki,Fairbanks,2.1,N,18961.0,1.06,1,,26.1,77.0,311.0,0.0,,0.0,0.037037037037037,TBR,3
"Saturday, May 20",TBR,Home,MIL,W,8.0,4.0,9.0,34-13,1.0,up 3.5,Eflin,Lauer,Adam,2.65,D,19954.0,1.05,2,,27.2,79.0,321.0,0.0,,13.0,0.037037037037037,TBR,3
"Sunday, May 21",TBR,Home,MIL,L,4.0,6.0,9.0,34-14,1.0,up 2.5,Peralta,Criswell,Williams,2.7333333333333334,D,20193.0,1.02,-1,,26.7,87.0,31.0,0.0,,14.8,0.037037037037037,TBR,3
"Monday, May 22",TBR,Home,TOR,W,6.0,4.0,9.0,35-14,1.0,up 3.0,Fleming,Bassitt,Fairbanks,2.533333333333333,N,8857.0,1.19,1,,27.2,88.0,311.0,0.0,,11.2,0.1111111111111111,TBR,3
"Tuesday, May 23",TBR,Home,TOR,L,1.0,20.0,9.0,35-15,1.0,up 3.0,Berríos,Bradley,,2.5166666666666666,N,11906.0,1.15,-1,,25.0,88.0,41.0,0.0,,24.1,0.074074074074074,TBR,3
"Wednesday, May 24",TBR,Home,TOR,W,7.0,3.0,9.0,36-15,1.0,up 3.0,McClanahan,Kikuchi,,2.4166666666666665,N,8699.0,1.2,1,,24.4,91.0,41.0,0.3,,22.3,0.1111111111111111,TBR,2
"Thursday, May 25",TBR,Home,TOR,W,6.0,3.0,9.0,37-15,1.0,up 3.0,Eflin,Manoah,Poche,2.6,D,10736.0,1.14,2,,23.9,90.0,341.0,0.0,,16.6,0.1111111111111111,TBR,2
"Friday, May 26",TBR,Home,LAD,W,9.0,3.0,9.0,38-15,1.0,up 4.0,Criswell,Syndergaard,,2.75,N,19715.0,0.99,3,,22.8,90.0,31.0,0.0,,29.5,0.1111111111111111,TBR,2
"Saturday, May 27",TBR,Home,LAD,L,5.0,6.0,9.0,38-16,1.0,up 4.0,Almonte,Poche,Ferguson,2.7666666666666666,D,23443.0,1.01,-1,,23.3,82.0,1.0,0.0,,38.9,0.074074074074074,TBR,2
"Sunday, May 28",TBR,Home,LAD,W,11.0,10.0,9.0,39-16,1.0,up 4.0,Beeks,González,Adam,2.8833333333333333,D,21043.0,1.0,1,,23.9,76.0,291.0,0.0,,13.0,0.037037037037037,TBR,2
"Monday, May 29",TBR,@,CHC,L,0.0,1.0,9.0,39-17,1.0,up 4.0,Stroman,Bradley,,2.083333333333333,D,38163.0,0.99,-1,,17.8,40.0,42.38427116,0.0,,11.2,0.1111111111111111,TBR,1
"Tuesday, May 30",TBR,@,CHC,L,1.0,2.0,9.0,39-18,1.0,up 3.0,Merryweather,McClanahan,Alzolay,2.333333333333333,N,31762.0,1.06,-2,,21.7,32.0,52.38427116,0.0,,14.8,0.037037037037037,TBR,2
"Wednesday, May 31",TBR,@,CHC,W,4.0,3.0,9.0,40-18,1.0,up 4.0,Poche,Leiter,Beeks,2.8833333333333333,D,29360.0,1.07,1,,21.7,44.0,102.38427116,0.0,,7.6,0.1111111111111111,TBR,2
"Sunday, Jun 4",TBR,@,BOS,W,6.0,2.0,9.0,42-19,1.0,up 4.0,Bradley,Houck,,2.6166666666666667,D,34192.0,1.1,2,,8.9,83.0,355.82575904,0.0,,27.7,0.1481481481481481,TBR,0
"Monday, Jun 5",TBR,@,BOS,W,4.0,1.0,9.0,43-19,1.0,up 4.5,McClanahan,Bello,Adam,2.583333333333333,D,30860.0,1.04,3,2023-06-02 (Rain),10.6,89.0,315.82575904,0.2,,22.3,0.2592592592592592,TBR,0
"Tuesday, Jun 6",TBR,Home,MIN,W,7.0,0.0,9.0,44-19,1.0,up 5.5,Eflin,Varland,,2.1166666666666667,N,14689.0,0.99,4,,27.8,63.0,51.0,0.0,,25.9,0.074074074074074,TBR,3
"Wednesday, Jun 7",TBR,Home,MIN,W-wo,2.0,1.0,9.0,45-19,1.0,up 6.5,Adam,Durán,,2.283333333333333,N,10846.0,0.91,5,,27.2,72.0,201.0,0.0,,7.6,0.037037037037037,TBR,3
"Thursday, Jun 8",TBR,Home,MIN,W,4.0,2.0,9.0,46-19,1.0,up 6.5,Chirinos,Ober,Adam,2.1166666666666667,D,12584.0,0.85,6,,26.7,79.0,181.0,0.0,,7.6,0.074074074074074,TBR,3
"Friday, Jun 9",TBR,Home,TEX,W,8.0,3.0,9.0,47-19,1.0,up 6.5,Glasnow,Heaney,,2.333333333333333,N,17447.0,0.86,7,,26.7,82.0,191.0,0.0,,9.4,0.037037037037037,TBR,3
"Saturday, Jun 10",TBR,Home,TEX,L,4.0,8.0,9.0,47-20,1.0,up 5.5,Eovaldi,Bradley,,2.9333333333333336,D,18932.0,0.81,-1,,26.7,82.0,301.0,0.0,,5.4,0.037037037037037,TBR,3
"Sunday, Jun 11",TBR,Home,TEX,W,7.0,3.0,9.0,48-20,1.0,up 5.5,McClanahan,Pérez,,2.3666666666666667,D,23069.0,0.86,1,,27.8,74.0,311.0,0.0,,0.0,0.6296296296296297,TBR,3
"Monday, Jun 12",TBR,@,OAK,L,3.0,4.0,9.0,48-21,1.0,up 5.0,Kaprielian,Eflin,Waldichuk,2.5166666666666666,N,4848.0,0.78,-1,,15.6,72.0,215.48883674,0.0,,16.6,0.1111111111111111,TBR,0
"Tuesday, Jun 13",TBR,@,OAK,L,1.0,2.0,9.0,48-22,1.0,up 4.0,Harris,Poche,May,2.3166666666666664,N,27759.0,0.85,-2,,16.7,70.0,225.48883674,0.0,,20.5,0.1111111111111111,TBR,0
"Wednesday, Jun 14",TBR,@,OAK,W,6.0,3.0,9.0,49-22,1.0,up 5.0,Glasnow,Medina,Adam,2.9333333333333336,N,7055.0,0.9,1,,15.0,78.0,235.48883674,0.0,,22.3,0.1111111111111111,TBR,0
"Thursday, Jun 15",TBR,@,OAK,W,4.0,3.0,9.0,50-22,1.0,up 5.0,Stephenson,Pruitt,Fairbanks,2.9166666666666665,D,7133.0,0.83,2,,14.4,81.0,255.48883674,0.0,,20.5,0.074074074074074,TBR,0
"Friday, Jun 16",TBR,@,SDP,W,6.0,2.0,9.0,51-22,1.0,up 6.0,McClanahan,Darvish,Fairbanks,2.7666666666666666,N,42367.0,0.78,3,,17.8,78.0,300.2625247,0.0,,13.0,0.1111111111111111,TBR,1
"Saturday, Jun 17",TBR,@,SDP,L,0.0,2.0,9.0,51-23,1.0,up 6.0,Snell,Eflin,Hader,2.4,D,43180.0,0.7,-1,,18.3,78.0,300.2625247,0.0,,11.2,0.074074074074074,TBR,1
"Sunday, Jun 18",TBR,@,SDP,L,4.0,5.0,9.0,51-24,1.0,up 5.0,Musgrove,Chirinos,Hader,3.0,D,44404.0,0.72,-2,,17.8,84.0,330.2625247,0.0,,11.2,0.1111111111111111,TBR,1
"Tuesday, Jun 20",TBR,Home,BAL,L,6.0,8.0,9.0,51-25,1.0,up 4.0,Bradish,Glasnow,Bautista,3.183333333333333,N,20906.0,1.26,-3,,28.9,82.0,191.0,0.0,,13.0,0.074074074074074,TBR,3
"Wednesday, Jun 21",TBR,Home,BAL,W,7.0,2.0,9.0,52-25,1.0,up 5.0,Bradley,Wells,,2.583333333333333,D,19493.0,1.33,1,,28.9,74.0,191.0,0.2,,11.2,0.2592592592592592,TBR,3
"Thursday, Jun 22",TBR,Home,KCR,L,5.0,6.0,9.0,52-26,1.0,up 4.5,Chapman,Fairbanks,Barlow,3.0166666666666666,N,10436.0,0.85,-1,,23.9,90.0,111.0,0.0,,29.5,0.1111111111111111,TBR,2
"Friday, Jun 23",TBR,Home,KCR,W,11.0,3.0,9.0,53-26,1.0,up 5.5,Eflin,Greinke,,2.75,N,16189.0,0.85,1,,28.9,80.0,141.0,0.0,,16.6,0.1111111111111111,TBR,3
"Saturday, Jun 24",TBR,Home,KCR,L,4.0,9.0,9.0,53-27,1.0,up 4.5,Lyles,Chirinos,,2.3,D,20884.0,0.77,-1,,27.2,74.0,311.0,0.0,,0.0,0.037037037037037,TBR,3
"Sunday, Jun 25",TBR,Home,KCR,W,3.0,1.0,9.0,54-27,1.0,up 4.5,Poche,Clarke,Fairbanks,2.716666666666667,D,18442.0,0.87,1,,28.3,68.0,311.0,0.0,,0.0,0.1111111111111111,TBR,3
"Tuesday, Jun 27",TBR,@,ARI,L,4.0,8.0,9.0,54-28,1.0,up 4.0,Gallen,Bradley,,2.4333333333333336,N,23351.0,0.81,-1,,41.7,4.0,260.2508321,0.0,,24.1,0.074074074074074,TBR,3
"Wednesday, Jun 28",TBR,@,ARI,W,3.0,2.0,9.0,55-28,1.0,up 5.0,Poche,McGough,Fairbanks,2.2,N,20858.0,0.87,1,,38.9,8.0,260.2508321,0.0,,22.3,0.037037037037037,TBR,3
"Thursday, Jun 29",TBR,@,ARI,W,6.0,1.0,9.0,56-28,1.0,up 5.5,Chirinos,Pfaadt,,2.6,D,22127.0,0.79,2,,38.3,10.0,270.2508321,0.0,,20.5,0.037037037037037,TBR,3
"Friday, Jun 30",TBR,@,SEA,W,15.0,4.0,9.0,57-28,1.0,up 6.5,Kelly,Muñoz,,3.1666666666666665,N,37063.0,0.75,3,,22.2,55.0,260.69115924,0.0,,11.2,0.037037037037037,TBR,2
"Saturday, Jul 1",TBR,@,SEA,L,3.0,8.0,9.0,57-29,1.0,up 6.5,Kirby,Glasnow,Sewald,2.65,D,35546.0,0.69,-1,,23.3,45.0,350.69115924,0.0,,13.0,0.037037037037037,TBR,2
"Sunday, Jul 2",TBR,@,SEA,L,6.0,7.0,9.0,57-30,1.0,up 5.5,Muñoz,Adam,Sewald,2.7,D,36541.0,0.7,-2,,22.2,44.0,320.69115924,0.0,,11.2,0.037037037037037,TBR,2
"Tuesday, Jul 4",TBR,Home,PHI,L,1.0,3.0,9.0,57-31,1.0,up 6.0,Nola,Eflin,Kimbrel,2.283333333333333,D,22665.0,0.73,-3,,30.0,72.0,281.0,0.0,,7.6,0.037037037037037,TBR,3
"Wednesday, Jul 5",TBR,Home,PHI,L,4.0,8.0,9.0,57-32,1.0,up 5.0,Walker,Chirinos,,2.6666666666666665,N,18208.0,0.84,-4,,30.6,77.0,301.0,0.0,,11.2,0.037037037037037,TBR,3
"Thursday, Jul 6",TBR,Home,PHI,L,1.0,3.0,11.0,57-33,1.0,up 4.0,Strahm,Thompson,,2.783333333333333,N,17060.0,0.83,-5,,28.9,82.0,101.0,0.0,,7.6,0.1111111111111111,TBR,3
"Friday, Jul 7",TBR,Home,ATL,L,1.0,2.0,9.0,57-34,1.0,up 3.0,Morton,Glasnow,Iglesias,2.3166666666666664,N,25025.0,0.96,-6,,30.0,75.0,241.0,0.0,,5.4,0.1111111111111111,TBR,3
"Saturday, Jul 8",TBR,Home,ATL,L,1.0,6.0,9.0,57-35,1.0,up 2.0,Strider,Bradley,,2.7666666666666666,N,25025.0,1.03,-7,,30.0,80.0,271.0,0.0,,9.4,0.1111111111111111,TBR,3
"Sunday, Jul 9",TBR,Home,ATL,W,10.0,4.0,9.0,58-35,1.0,up 2.0,Eflin,Elder,,2.4833333333333334,D,25025.0,1.1,1,,28.9,80.0,191.0,0.0,,11.2,0.1111111111111111,TBR,3
"Sunday, Jul 16",TBR,@,KCR,L,4.0,8.0,9.0,60-36,1.0,up 1.0,Singer,Eflin,,1.9,D,15632.0,1.0,-1,,28.3,63.0,313.28981806,0.0,,0.0,0.1111111111111111,TBR,3
"Monday, Jul 17",TBR,@,TEX,L-wo,2.0,3.0,9.0,60-37,1.0,up 1.0,Chapman,Fairbanks,,2.1166666666666667,N,29901.0,1.07,-2,,28.3,70.0,87.19716629,0.0,,11.2,0.074074074074074,TBR,3
"Tuesday, Jul 18",TBR,@,TEX,L,3.0,5.0,9.0,60-38,1.0,up 1.0,Eovaldi,Bradley,Smith,2.6166666666666667,N,34677.0,1.11,-3,,35.6,31.0,127.19716629,0.0,,18.4,0.074074074074074,TBR,3
"Wednesday, Jul 19",TBR,@,TEX,L,1.0,5.0,9.0,60-39,1.0,Tied,Burke,Littell,,2.6333333333333333,D,31591.0,1.12,-4,,35.0,35.0,137.19716628999998,0.0,,22.3,0.037037037037037,TBR,3
"Thursday, Jul 20",TBR,Home,BAL,L,3.0,4.0,10.0,60-40,2.0,1.0,Bautista,Stephenson,,2.8166666666666664,N,20203.0,1.7,-5,,27.8,27.0,31.0,0.0,,11.2,0.1111111111111111,TBR,3
"Friday, Jul 21",TBR,Home,BAL,W,3.0,0.0,9.0,61-40,1.0,Tied,Eflin,Bradish,Fairbanks,2.15,N,19703.0,1.79,1,,30.6,75.0,301.0,0.0,,7.6,0.1111111111111111,TBR,3
"Saturday, Jul 22",TBR,Home,BAL,L,5.0,6.0,9.0,61-41,2.0,1.0,Pérez,Fairbanks,Bautista,2.9333333333333336,D,25025.0,1.78,-1,,31.1,73.0,231.0,0.0,,7.6,0.1111111111111111,TBR,3
"Sunday, Jul 23",TBR,Home,BAL,L,3.0,5.0,9.0,61-42,2.0,2.0,Baumann,Poche,Bautista,2.8,D,23440.0,1.81,-2,,27.8,77.0,221.0,0.8,,11.2,0.1111111111111111,TBR,3
"Tuesday, Jul 25",TBR,Home,MIA,W,4.0,1.0,9.0,62-42,2.0,1.5,Glasnow,Cabrera,Fairbanks,2.4,N,20508.0,1.26,1,,27.8,72.0,321.0,0.0,,5.4,0.1111111111111111,TBR,3
"Wednesday, Jul 26",TBR,Home,MIA,L,1.0,7.0,9.0,62-43,2.0,1.5,Alcántara,Eflin,,2.216666666666667,D,20971.0,1.25,-1,,30.0,72.0,291.0,0.0,,11.2,0.037037037037037,TBR,3
"Friday, Jul 28",TBR,@,HOU,W,4.0,3.0,9.0,63-43,2.0,1.5,Poche,Pressly,Fairbanks,2.75,N,38592.0,1.44,1,,30.0,59.0,166.8261586,0.0,,14.8,0.037037037037037,TBR,3
"Saturday, Jul 29",TBR,@,HOU,L,4.0,17.0,9.0,63-44,2.0,1.5,Brown,Bradley,,3.0,N,40004.0,1.35,-1,,28.0,74.0,186.8261586,0.0,,14.8,0.037037037037037,TBR,3
"Sunday, Jul 30",TBR,@,HOU,W,8.0,2.0,9.0,64-44,2.0,1.5,Littell,Bielak,,2.65,D,40357.0,1.4,1,,30.0,62.0,186.8261586,0.0,,14.8,0.074074074074074,TBR,3
"Monday, Jul 31",TBR,@,NYY,W,5.0,1.0,9.0,65-44,2.0,1.5,Glasnow,Brito,,2.4333333333333336,N,43613.0,1.33,2,,23.3,50.0,284.38233316000003,0.0,,0.0,0.037037037037037,TBR,2
"Tuesday, Aug 1",TBR,@,NYY,W,5.0,2.0,9.0,66-44,2.0,1.5,Eflin,Rodón,Fairbanks,2.6333333333333333,N,38047.0,1.27,3,,24.4,52.0,334.38233316000003,0.0,,5.4,0.037037037037037,TBR,2
"Wednesday, Aug 2",TBR,@,NYY,L,2.0,7.0,9.0,66-45,2.0,1.5,Cole,McClanahan,,2.6,N,38740.0,1.18,-1,,23.3,46.0,314.38233316000003,0.0,,13.0,0.037037037037037,TBR,2
"Friday, Aug 4",TBR,@,DET,W,8.0,0.0,9.0,67-45,2.0,2.0,Littell,Olson,,2.4833333333333334,N,26050.0,1.19,1,,22.0,88.0,78.7729507,0.0,,13.0,0.1111111111111111,TBR,2
"Saturday, Aug 5",TBR,@,DET,L,2.0,4.0,9.0,67-46,2.0,3.0,Skubal,Civale,Brieske,2.783333333333333,D,30939.0,1.15,-1,,21.0,83.0,288.7729507,0.0,,7.6,0.037037037037037,TBR,2
"Sunday, Aug 6",TBR,@,DET,W,10.0,6.0,9.0,68-46,2.0,3.0,Poche,Manning,,2.8,D,21824.0,1.11,1,,21.0,73.0,258.7729507,0.0,,16.6,0.1111111111111111,TBR,2
"Tuesday, Aug 8",TBR,Home,STL,W,4.0,2.0,9.0,69-46,2.0,2.0,Adam,Mikolas,Fairbanks,2.283333333333333,N,15522.0,1.1,2,,30.6,80.0,301.0,0.0,,9.4,0.037037037037037,TBR,3
"Wednesday, Aug 9",TBR,Home,STL,L,4.0,6.0,9.0,69-47,2.0,2.0,Hudson,Kelly,Gallegos,2.55,N,11203.0,1.14,-1,,31.1,75.0,291.0,0.0,,7.6,0.037037037037037,TBR,3
"Thursday, Aug 10",TBR,Home,STL,L,2.0,5.0,9.0,69-48,2.0,3.0,Liberatore,Littell,,2.15,N,11990.0,1.25,-2,,31.1,80.0,271.0,0.0,,11.2,0.037037037037037,TBR,3
"Friday, Aug 11",TBR,Home,CLE,W-wo,9.0,8.0,9.0,70-48,2.0,2.0,Stephenson,Sandlin,,2.9166666666666665,N,19625.0,1.23,1,,31.7,72.0,191.0,0.0,,9.4,0.1111111111111111,TBR,3
"Saturday, Aug 12",TBR,Home,CLE,W-wo,6.0,5.0,9.0,71-48,2.0,2.0,Fleming,Clase,,2.9,D,25025.0,1.27,2,,31.1,78.0,291.0,0.0,,9.4,0.1111111111111111,TBR,3
"Sunday, Aug 13",TBR,Home,CLE,L,2.0,9.0,9.0,71-49,2.0,3.0,Bibee,Eflin,,2.833333333333333,D,22163.0,1.14,-1,,31.7,72.0,281.0,0.0,,13.0,0.1111111111111111,TBR,3
"Monday, Aug 14",TBR,@,SFG,W,10.0,2.0,9.0,72-49,2.0,3.0,Glasnow,Beck,Lopez,2.75,N,25748.0,1.16,1,,20.0,70.0,274.8480534,0.0,,13.0,0.1111111111111111,TBR,1
"Tuesday, Aug 15",TBR,@,SFG,L,0.0,7.0,9.0,72-50,2.0,3.0,Manaea,Littell,,2.25,N,26322.0,1.04,-1,,23.3,57.0,224.8480534,0.0,,11.2,0.074074074074074,TBR,2
"Wednesday, Aug 16",TBR,@,SFG,W,6.0,1.0,9.0,73-50,2.0,2.0,Civale,Walker,,2.4166666666666665,D,27510.0,1.13,1,,20.0,73.0,214.8480534,0.0,,22.3,0.074074074074074,TBR,1
"Friday, Aug 18",TBR,@,LAA,W,9.0,6.0,10.0,74-50,2.0,2.0,Fairbanks,Estévez,Kittredge,3.333333333333333,N,38297.0,1.21,2,,20.6,87.0,235.82863453,0.0,,7.6,0.037037037037037,TBR,2
"Tuesday, Aug 22",TBR,Home,COL,W,12.0,4.0,9.0,76-51,2.0,2.0,Kittredge,Suter,,2.7666666666666666,N,10235.0,1.06,2,,30.0,83.0,41.0,0.0,,27.7,0.037037037037037,TBR,3
"Wednesday, Aug 23",TBR,Home,COL,W-wo,6.0,5.0,10.0,77-51,2.0,2.0,Fairbanks,Suter,,2.783333333333333,N,12001.0,1.16,3,,30.6,70.0,51.0,0.0,,27.7,0.037037037037037,TBR,3
"Thursday, Aug 24",TBR,Home,COL,W,5.0,3.0,9.0,78-51,2.0,2.0,Adam,Koch,Fairbanks,2.6666666666666665,D,9972.0,1.1,4,,28.9,91.0,31.0,0.0,,20.5,0.074074074074074,TBR,3
"Friday, Aug 25",TBR,Home,NYY,L,2.0,6.0,9.0,78-52,2.0,3.0,Cole,Eflin,,2.45,N,22679.0,1.0,-1,,29.4,72.0,41.0,0.0,,27.7,0.037037037037037,TBR,3
"Saturday, Aug 26",TBR,Home,NYY,W,3.0,0.0,9.0,79-52,2.0,3.0,Glasnow,Schmidt,Fairbanks,2.283333333333333,D,22943.0,0.94,1,,30.6,72.0,61.0,0.0,,22.3,0.074074074074074,TBR,3
"Sunday, Aug 27",TBR,Home,NYY,W,7.0,4.0,9.0,80-52,2.0,2.0,Littell,Hamilton,Adam,2.75,D,22624.0,0.91,2,,30.0,83.0,1.0,0.0,,16.6,0.074074074074074,TBR,3
"Tuesday, Aug 29",TBR,@,MIA,W,11.0,2.0,9.0,81-52,2.0,2.5,Civale,Alcántara,,3.2,N,10338.0,0.96,3,,29.4,80.0,21.867811499999988,0.0,,9.4,0.1111111111111111,TBR,3
"Wednesday, Aug 30",TBR,@,MIA,W,3.0,0.0,10.0,82-52,2.0,1.5,Armstrong,Robertson,Fairbanks,2.533333333333333,N,9803.0,0.98,4,,28.3,82.0,21.867811499999988,0.0,,18.4,0.1111111111111111,TBR,3
"Friday, Sep 1",TBR,@,CLE,L,2.0,3.0,9.0,82-53,2.0,1.5,Morgan,Glasnow,Clase,2.283333333333333,N,25685.0,1.06,-1,,18.3,63.0,70.74520769999998,0.0,,13.0,0.037037037037037,TBR,1
"Saturday, Sep 2",TBR,@,CLE,L-wo,6.0,7.0,11.0,82-54,2.0,2.5,Hentges,Devenski,,3.3,N,27788.0,1.06,-2,,20.0,68.0,150.74520769999998,0.0,,11.2,0.037037037037037,TBR,1
